Time,GameSelection,Name
11:59 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Gerhard
6:08 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Bobinette
11:37 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Northrop
3:08 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Marybeth
1:22 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Malanie
7:15 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Simone
2:21 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Cindi
7:25 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Anny
2:06 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Ly
9:01 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Lexie
2:49 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Nil
3:27 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Mariam
7:00 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Tyrus
7:23 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Carl
9:46 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Linus
12:25 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Cybil
9:50 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Karolina
8:26 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Anjanette
10:15 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Emanuele
6:23 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Crystal
2:13 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Cassie
9:47 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Padget
4:21 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Val
9:44 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Lorain
11:30 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Jon
12:07 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Ferdinanda
1:56 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Percy
11:57 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Erasmus
2:18 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Briana
2:28 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Madeleine
1:35 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Ree
11:13 PM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Torr
11:57 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Gloriana
3:08 AM,"A Virus Named Tom, Rocket Birds: Hardboiled Chicken, Guacamelee! Gold Edition, The Stanley Parable, Monster Loves You, 2064: Read Only Memories, 7 Grand Steps, ABZU, AI War, Duke Nukem Forever, NBA 2K16, Shadowrun: Hong Kong - Extended Edition, Sid Meier's Civilization V, Stronghold Crusader 2, Orcs Must Die! 2 - Gift Link, Forced - Gift Link, Morphblade, RIVE: Wreck Hack Die Retry, Poly Bridge, Space Run Galaxy",Ogdan
